Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
F,0,0,0,135000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,1,"Core staff    ",2,43,2,0,6,1
F,0,0,0,135000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,1,"Core staff    ",2,43,2,0,7,1
F,0,0,0,135000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,1,"Core staff    ",2,43,2,0,18,1
F,0,0,0,135000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,1,"Core staff    ",2,43,2,1,1,0
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,0,2,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,0,19,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,39,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,3,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,18,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,3,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,3,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,16,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,3,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,3,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,3,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,18,1
M,0,1,0,216000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,Managers,2,53,21,1,20,1
M,1,1,0,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Sales staff   ",2,29,3,0,36,1
M,1,1,0,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Sales staff   ",2,29,3,0,1,1
M,1,1,0,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Sales staff   ",2,29,3,0,10,1
M,1,1,0,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Sales staff   ",2,29,3,0,10,1
M,1,1,0,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Sales staff   ",2,29,3,0,10,1
F,0,0,0,193500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,1,0,Laborers,1,49,1,0,5,1
M,0,0,0,157500,"Working ","Secondary / secondary special   ",Single / not married,"With parents  ",1,1,1,1,"Drivers ",1,24,1,2,12,1
F,0,1,0,225000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Accountants   ",1,38,10,0,11,1
F,0,1,0,225000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Accountants   ",1,38,10,0,14,1
F,0,1,0,225000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Accountants   ",1,38,10,0,27,1
F,0,1,1,185400,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,1,"Core staff    ",3,41,2,0,16,1
F,0,1,1,185400,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,1,"Core staff    ",3,41,2,0,20,1
F,0,1,1,185400,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,1,"Core staff    ",3,41,2,0,20,1
F,0,1,1,185400,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,1,"Core staff    ",3,41,2,0,30,1
F,0,1,1,185400,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,1,"Core staff    ",3,41,2,0,20,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,44,1,0,35,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,44,1,0,35,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,44,1,0,43,1
F,1,1,1,225000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,38,9,0,47,1
F,1,1,1,225000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,38,9,0,26,1
F,1,1,1,225000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,38,9,0,59,1
F,0,1,0,238500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Core staff    ",2,47,4,0,28,1
F,0,1,0,238500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Core staff    ",2,47,4,0,27,1
F,0,1,0,238500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Core staff    ",2,47,4,0,30,1
F,1,1,0,256500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,1,0,0,"Accountants   ",2,31,5,9,52,1
F,1,1,0,256500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,0,0,"Accountants   ",2,31,5,9,38,1
F,1,1,0,256500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,1,0,0,"Accountants   ",2,31,5,21,7,0
M,0,0,3,135000,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Laborers,5,33,2,0,28,1
M,0,0,3,135000,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Laborers,5,33,2,0,18,1
M,0,0,3,135000,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Laborers,5,33,2,0,28,1
F,1,1,0,247500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,48,3,0,19,1
F,1,1,0,247500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,48,3,0,9,1
F,1,1,0,247500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,48,3,0,38,1
F,1,1,0,247500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,48,3,0,41,1
F,1,1,0,247500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,48,3,0,19,1
F,0,0,1,67500,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Medicine staff,3,29,9,0,42,1
F,0,0,1,67500,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Medicine staff,3,29,9,0,27,1
F,0,0,1,67500,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Medicine staff,3,29,9,0,4,1
F,1,1,0,202500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,Medicine staff,2,33,13,1,23,1
F,1,1,0,202500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,Medicine staff,2,33,13,0,9,1
M,1,1,0,225000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,"High skill tech staff     ",2,41,12,0,8,1
M,1,1,0,225000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,"High skill tech staff     ",2,41,12,0,18,1
F,0,0,0,180000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,IT staff,1,38,2,0,49,1
F,0,0,0,180000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,IT staff,1,38,2,0,53,1
F,0,0,0,180000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,IT staff,1,38,2,0,52,1
F,0,0,0,180000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,IT staff,1,38,2,0,51,1
F,0,0,0,180000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,IT staff,1,38,2,0,49,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,"Sales staff   ",3,47,2,0,6,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,"Sales staff   ",3,47,2,0,6,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,"Sales staff   ",3,47,2,0,5,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,9,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,14,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,14,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,36,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,14,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,36,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,14,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,36,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,14,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,14,1
F,1,1,1,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,1,Laborers,3,36,3,0,36,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,1,Cleaning staff,2,47,3,0,4,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,1,Cleaning staff,2,47,3,0,16,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,0,4,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,1,22,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,2,31,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,1,39,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,0,3,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,0,4,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,1,40,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,0,4,1
F,0,1,1,315000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",3,45,12,1,30,1
F,0,1,0,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,41,10,0,29,1
F,0,1,0,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,41,10,0,29,1
F,0,1,0,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,41,10,0,18,1
F,1,1,1,180000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Managers,3,43,8,0,54,1
F,0,1,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Secretaries   ",2,42,14,0,19,1
M,0,1,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,43,4,7,12,1
F,0,1,0,112500,"Working ","Lower secondary     ",Civil marriage,"Municipal apartment ",1,0,0,0,Cleaning staff,2,34,2,0,6,1
F,0,1,0,112500,"Working ","Lower secondary     ",Civil marriage,"Municipal apartment ",1,0,0,0,Cleaning staff,2,34,2,0,6,1
F,0,1,0,112500,"Working ","Lower secondary     ",Civil marriage,"Municipal apartment ",1,0,0,0,Cleaning staff,2,34,2,0,6,1
M,0,1,0,495000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Managers,2,46,2,0,30,1
M,0,1,0,495000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Managers,2,46,2,0,36,1
M,0,1,0,495000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Managers,2,46,2,0,36,1
M,0,1,0,495000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Managers,2,46,2,0,22,1
M,1,1,1,450000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,3,43,8,0,7,1
M,1,1,1,450000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,3,43,8,0,31,1
M,1,1,1,450000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,3,43,8,0,7,1
M,1,1,0,270000,Commercial associate,"Incomplete higher   ",Single / not married,"House / apartment   ",1,0,1,0,Waiters/barmen staff,1,25,3,0,16,1
M,1,1,0,270000,Commercial associate,"Incomplete higher   ",Single / not married,"House / apartment   ",1,0,1,0,Waiters/barmen staff,1,25,3,0,15,1
M,1,1,0,270000,Commercial associate,"Incomplete higher   ",Single / not married,"House / apartment   ",1,0,1,0,Waiters/barmen staff,1,25,3,0,16,1
F,0,1,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Cleaning staff,2,56,2,0,8,1
F,0,1,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Cleaning staff,2,56,2,1,7,1
F,0,1,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Cleaning staff,2,56,2,1,7,1
F,0,1,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Cleaning staff,2,56,2,1,47,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,4,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,4,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,3,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,17,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,11,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,4,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,4,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,4,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,4,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,3,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,2,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,17,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,24,1
M,1,1,1,247500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",3,26,1,0,14,1
F,0,0,0,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Sales staff   ",2,55,6,0,10,1
M,0,1,0,337500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"High skill tech staff     ",1,46,4,0,16,1
M,0,1,0,337500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"High skill tech staff     ",1,46,4,0,18,1
M,0,1,0,337500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"High skill tech staff     ",1,46,4,0,18,1
M,0,1,0,337500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"High skill tech staff     ",1,46,4,0,16,1
F,0,1,0,112500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,6,0,49,1
F,0,1,0,112500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,6,0,26,1
F,0,1,0,112500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,6,4,18,1
F,0,1,0,112500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,6,0,44,1
F,0,1,0,112500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,6,0,49,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,51,28,0,28,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,51,28,0,15,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,51,28,0,24,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,51,28,0,7,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,51,28,0,28,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,51,28,1,43,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,51,28,1,59,1
M,0,1,0,157500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,1,0,"Core staff    ",1,23,5,0,17,1
M,0,1,0,157500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,1,0,"Core staff    ",1,23,5,0,18,1
M,0,1,0,157500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,1,0,"Core staff    ",1,23,5,0,33,1
M,0,1,0,157500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,1,0,"Core staff    ",1,23,5,0,18,1
M,0,1,0,157500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,1,0,"Core staff    ",1,23,5,0,32,1
M,0,1,0,157500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,1,0,"Core staff    ",1,23,5,0,4,1
F,0,0,0,157500,Commercial associate,"Secondary / secondary special   ",Single / not married,"Rented apartment    ",1,0,0,0,Laborers,1,27,6,0,5,1
F,0,0,0,157500,Commercial associate,"Secondary / secondary special   ",Single / not married,"Rented apartment    ",1,0,0,0,Laborers,1,27,6,0,6,1
F,0,0,0,157500,Commercial associate,"Secondary / secondary special   ",Single / not married,"Rented apartment    ",1,0,0,0,Laborers,1,27,6,0,6,1
M,1,0,1,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Drivers ",3,52,7,1,41,1
M,1,0,1,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Drivers ",3,52,7,1,55,1
M,1,0,1,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Drivers ",3,52,7,0,1,1
M,1,0,1,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Drivers ",3,52,7,1,13,1
M,1,0,1,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Drivers ",3,52,7,0,14,1
M,1,0,1,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Drivers ",3,52,7,0,18,1
M,1,0,1,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Drivers ",3,52,7,0,56,1
F,0,1,0,157500,"Working ","Incomplete higher   ",Single / not married,"House / apartment   ",1,1,1,0,Medicine staff,1,27,1,0,2,1
F,0,1,0,157500,"Working ","Incomplete higher   ",Single / not married,"House / apartment   ",1,1,1,0,Medicine staff,1,27,1,0,7,1
F,0,1,0,157500,"Working ","Incomplete higher   ",Single / not married,"House / apartment   ",1,1,1,0,Medicine staff,1,27,1,0,8,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,20,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,5,56,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,48,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,51,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,5,43,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,9,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,8,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,22,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,9,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,19,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,22,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,22,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,0,27,1
M,1,1,0,202500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,"Sales staff   ",2,47,1,1,33,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"Sales staff   ",1,24,3,0,3,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"Sales staff   ",1,24,3,0,2,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"Sales staff   ",1,24,3,0,1,1
F,0,1,0,76500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,45,6,0,29,1
F,0,1,0,76500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,45,6,1,18,1
F,0,1,0,76500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,45,6,0,7,1
F,0,1,0,76500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,45,6,0,6,1
F,0,1,0,76500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,45,6,0,2,1
F,0,1,0,76500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,45,6,1,18,1
M,1,1,1,270000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,Laborers,3,50,16,0,18,1
F,1,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,2,42,5,0,21,1
F,1,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,2,42,5,0,7,1
M,1,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,24,4,0,5,1
M,1,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,24,4,0,4,1
M,1,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,24,4,0,11,1
M,1,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,24,4,0,4,1
M,1,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,24,4,0,11,1
M,1,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,24,4,0,11,1
F,1,1,0,166500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,34,9,1,4,1
F,1,1,0,166500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,34,9,1,34,1
F,1,1,0,166500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,34,9,1,36,1
F,1,1,0,166500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,34,9,1,13,1
F,0,1,2,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",4,38,16,0,5,1
F,0,1,2,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",4,38,16,0,7,1
F,0,1,2,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",4,38,16,0,46,1
F,0,1,2,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",4,38,16,0,8,1
F,0,1,2,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",4,38,16,11,50,1
F,0,1,2,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,"Core staff    ",4,38,16,0,8,1
F,0,1,0,157500,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,"Core staff    ",2,47,28,0,24,1
F,0,1,0,157500,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,"Core staff    ",2,47,28,0,24,1
